name,unit_weight,calories,protein,carbohydrates,sugar,fiber,fat,saturated_fat,gluten_free,lactose_free,pescetarian,vegetarian,vegan,contains_meat,contains_vegetables,contains_fish_shellfish_canned_preserved,cereal,pasta_or_rice,dairy_yogurt_cheese,fruit,nuts,legume,sauce_or_condiment,deli_meat,bread_or_toast,egg,special_drink_or_supplement,tuber,other
Proteina en polvo vegana,100,360.0,84.0,4.9,0.0,0.5,0.2,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BCAA,100,400.0,100.0,0.0,0.0,0.0,0.0,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bebida isotonica,100,22.0,0.0,5.0,5.0,0.0,0.0,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chucherias sin pica pica,100,350.0,4.8,80.0,50.0,0.0,0.5,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Zumo de Naranja,100,44.0,0.7,10.0,9.5,0.6,0.1,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Zumo de piña y uva,100,54.0,0.6,12.9,12.9,0.0,0.0,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Zumo de piña,100,43.0,0.4,10.2,10.2,0.2,0.1,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Patata,100,88.0,2.5,18.0,0.0,2.0,0.2,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Patata congelada corte grueso (Hacendado),100,116.0,2.1,20.0,0.0,2.7,2.4,0.5,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Boniato,100,96.0,1.2,21.5,0.0,2.5,0.6,0.2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Calabaza,100,25.0,1.1,4.6,0.0,2.1,0.1,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ñoquis de patata,100,174.0,4.5,37.6,0.2,0.0,0.4,0.2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Maiz dulce (lata),1,58.0,1.75,9.8,4.7,0.0,1.0,0.3,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Verdura a elegir,100,40.0,1.0,7.0,0.0,2.0,0.4,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gazpacho andaluz tradicional,100,44.0,0.8,3.6,3.4,1.1,2.4,0.4,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Salmorejo,100,89.0,0.7,8.0,1.5,0.0,6.0,1.1,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Croquetas estofado pollo (la Cocinera, paquete negro)",1,43.0,2.1,6.6,0.5,0.1,1.0,0.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Soja texturizada,100,326.0,51.0,20.0,10.0,15.0,1.3,0.2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tofu,100,110.0,11.0,0.9,0.5,0.5,6.9,1.2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Seitan,100,142.0,22.9,3.4,0.0,2.7,3.5,1.3,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tempeh,100,199.0,19.6,4.0,0.3,2.0,11.2,1.8,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Maiz natural para palomitas,100,360.0,10.5,70.4,0.0,1.8,4.0,0.6,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mazorca de maiz,1,129.0,3.8,18.0,8.3,6.5,3.3,0.8,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Popitas ZERO,1,230.0,5.6,40.6,0.4,9.8,2.8,0.4,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Aceitunas con hueso,100,156.0,1.6,0.14,0.14,0.0,15.7,3.6,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Limon granizado 0% (hacendado),1,74.0,0.2,18.2,0.4,9.6,0.0,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Limon granizado (hacendado),1,155.0,0.2,38.4,37.2,0.1,0.0,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Calipo de lima-limon (Hacendado),1,110.0,0.0,27.0,25.0,0.0,0.0,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Helado de yogur y frutos rojos (Flete, Aldi)",100,167.0,1.9,28.9,25.0,0.0,4.7,3,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Helado de fresa (hacendado, tarrina grande)",100,189.0,2.9,29.0,27.0,0.0,6.7,5.4,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chocolate 85%,100,570.0,12.0,22.0,15.0,15.0,46.0,28,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chocolate 90%,20,592.0,10.0,14.0,7.0,10.0,55.0,30,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chocolate 99%,20,597.0,15.0,9.7,0.6,17.0,52.0,32,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chocolate 72%,20,580.0,7.4,33.0,29.0,11.0,44.0,27,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Maki de salmon / atún,1,29.0,1.1,5.0,1.0,0.0,0.5,0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nigiri de salmon / atún,1,48.0,1.9,9.0,1.0,0.0,0.5,0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Amstel Radler 0.0%,1,89.0,0.0,21.8,18.5,0.0,0.0,0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galletas lotus,100,484.0,4.9,72.6,38.1,1.3,19.0,8,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galleta oreo,100,494.0,4.8,70.0,40.0,2.6,21.0,9.9,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galleta Maria,100,423.0,8.1,76.0,18.0,4.8,8.6,0.9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galletas marbu centeno,100,441.0,6.2,61.0,18.0,14.0,16.0,1.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
